ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
3637,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,125.7,Yes,No,No,Yes,Female,No,19,No,6,6,13.0,6,6,11.666666666666666,1.0,1.0,12.33,8.9,1.4,3.51,Graduate
3638,Divorced,Over 23 years old,Basic Education,Daytime,Basic Education 3rd Cycle,108.0,No,No,Yes,No,Female,No,33,No,7,7,12.857142857142858,7,6,12.666666666666666,1.0,0.857,12.76,8.9,1.4,3.51,Enrolled
3639,Married,1st phase - general contingent,Nursing,Daytime,Secondary Education,128.7,Yes,No,No,Yes,Female,No,18,No,7,7,14.455000000000002,8,8,13.91,1.0,1.0,14.18,15.5,2.8,-4.06,Graduate
3640,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,128.0,No,No,No,Yes,Female,Yes,18,No,6,6,14.0,6,6,13.285714285714286,1.0,1.0,13.64,11.1,0.6,2.02,Graduate
3641,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,146.5,Yes,No,No,Yes,Female,Yes,20,No,6,6,13.5,6,6,12.666666666666666,1.0,1.0,13.08,11.1,0.6,2.02,Graduate
3642,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,106.1,Yes,No,No,No,Female,No,20,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
3643,Single,2nd phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,118.0,No,No,No,Yes,Female,Yes,20,No,6,6,11.666666666666666,6,5,14.0,1.0,0.833,12.83,10.8,1.4,1.74,Graduate
3644,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,117.0,Yes,No,No,Yes,Female,Yes,19,No,5,4,12.0,5,5,13.333333333333334,0.8,1.0,12.67,10.8,1.4,1.74,Graduate
3645,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,115.4,Yes,No,No,Yes,Female,Yes,19,No,6,6,11.714285714285714,6,6,11.833333333333334,1.0,1.0,11.77,13.9,-0.3,0.79,Graduate
3646,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,117.0,Yes,No,No,Yes,Female,No,21,No,6,6,12.666666666666666,6,6,12.428571428571429,1.0,1.0,12.55,11.1,0.6,2.02,Graduate
3647,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary Education,144.9,Yes,No,No,Yes,Female,No,26,No,6,3,11.75,6,4,12.8,0.5,0.667,12.28,12.4,0.5,1.79,Enrolled
3648,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,127.0,No,No,No,Yes,Female,No,21,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
3649,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,118.0,Yes,No,No,Yes,Female,No,18,No,8,7,12.328571428571427,8,7,12.328571428571427,0.875,0.875,12.33,12.7,3.7,-1.7,Graduate
3650,Facto Union,Over 23 years old,Basic Education,Daytime,Basic Education 3rd Cycle,118.0,No,No,No,Yes,Female,No,27,No,7,6,11.666666666666666,7,1,10.0,0.857,0.143,10.83,12.4,0.5,1.79,Dropout
3651,Single,Change of course,Communication Design,Daytime,Secondary Education,126.4,Yes,No,No,Yes,Female,Yes,20,No,12,12,13.25,12,11,12.727272727272728,1.0,0.917,12.99,15.5,2.8,-4.06,Graduate
3652,Single,Change of course,Advertising and Marketing Management,Daytime,Technological Specialization Course,110.0,No,No,No,Yes,Female,No,21,No,6,5,11.833333333333334,6,4,13.25,0.833,0.667,12.54,16.2,0.3,-0.92,Enrolled
3653,Single,2nd phase - general contingent,Oral Hygiene,Daytime,Secondary Education,124.4,Yes,No,No,Yes,Female,Yes,18,No,7,7,13.3,8,8,15.125,1.0,1.0,14.21,15.5,2.8,-4.06,Graduate
3654,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,140.0,Yes,No,No,Yes,Female,No,20,No,6,6,12.555555555555555,6,5,11.8,1.0,0.833,12.18,16.2,0.3,-0.92,Enrolled
3655,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,129.4,Yes,No,No,Yes,Female,No,18,No,6,6,12.833333333333334,6,6,12.166666666666666,1.0,1.0,12.5,11.1,0.6,2.02,Graduate
3656,Single,Technological specialization diploma holders,Social Service,Daytime,Technological Specialization Course,141.7,No,No,No,Yes,Female,Yes,20,No,6,6,12.833333333333334,6,6,12.833333333333334,1.0,1.0,12.83,13.9,-0.3,0.79,Graduate
3657,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,132.1,Yes,No,No,Yes,Female,Yes,19,No,5,3,12.666666666666666,5,3,13.0,0.6,0.6,12.83,12.7,3.7,-1.7,Graduate
3658,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,116.8,Yes,No,No,Yes,Female,No,20,No,7,6,13.271428571428572,8,7,14.471428571428572,0.857,0.875,13.87,13.9,-0.3,0.79,Graduate
3659,Single,1st phase - general contingent,Management (evening attendance),Evening,Secondary Education,135.0,No,No,No,Yes,Female,Yes,20,No,5,5,12.4,5,5,12.833333333333334,1.0,1.0,12.62,10.8,1.4,1.74,Graduate
3660,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,150.0,No,No,No,Yes,Female,No,20,No,5,2,14.5,5,4,11.25,0.4,0.8,12.88,12.7,3.7,-1.7,Enrolled
3661,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,116.0,Yes,No,Yes,Yes,Female,No,19,No,6,0,0.0,5,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
3662,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,155.0,No,No,No,Yes,Female,No,18,No,6,6,14.285714285714286,6,6,13.25,1.0,1.0,13.77,8.9,1.4,3.51,Graduate
3663,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,127.0,Yes,No,No,Yes,Female,No,18,No,5,3,12.333333333333334,5,5,12.6,0.6,1.0,12.47,10.8,1.4,1.74,Graduate
3664,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,130.8,Yes,No,No,Yes,Female,Yes,19,No,7,6,12.583333333333334,8,7,12.671428571428573,0.857,0.875,12.63,13.9,-0.3,0.79,Graduate
3665,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,121.8,Yes,No,No,Yes,Female,No,19,No,7,6,13.731666666666667,8,7,13.771428571428572,0.857,0.875,13.75,12.4,0.5,1.79,Dropout
3666,Single,Over 23 years old,Agronomy,Daytime,Basic Education 3rd Cycle,140.0,No,No,No,Yes,Male,No,43,No,6,6,12.875,6,5,12.142857142857142,1.0,0.833,12.51,16.2,0.3,-0.92,Enrolled
3667,Married,Transfer,Communication Design,Daytime,Secondary Education,148.5,No,No,No,Yes,Male,No,47,No,10,8,14.625,7,5,13.4,0.8,0.714,14.01,9.4,-0.8,-3.12,Dropout
3668,Single,Transfer,Management,Daytime,Secondary Education,109.8,Yes,No,No,No,Male,No,23,No,3,0,0.0,2,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
3669,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,119.7,Yes,No,Yes,Yes,Female,Yes,19,Yes,6,6,12.666666666666666,6,6,12.666666666666666,1.0,1.0,12.67,8.9,1.4,3.51,Graduate
3670,Single,Transfer,Nursing,Daytime,Secondary Education,122.0,Yes,No,No,Yes,Female,No,20,No,8,6,12.491666666666667,8,6,12.491666666666667,0.75,0.75,12.49,12.7,3.7,-1.7,Graduate
3671,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,147.5,Yes,No,No,Yes,Female,Yes,19,No,12,12,13.666666666666666,11,11,14.166666666666666,1.0,1.0,13.92,8.9,1.4,3.51,Graduate
3672,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,150.8,Yes,No,No,Yes,Female,No,19,Yes,6,6,16.0,6,6,14.5,1.0,1.0,15.25,15.5,2.8,-4.06,Graduate
3673,Single,Technological specialization diploma holders,Veterinary Nursing,Daytime,Technological Specialization Course,150.0,Yes,No,No,Yes,Female,No,19,No,6,6,14.142857142857142,6,6,13.0,1.0,1.0,13.57,13.9,-0.3,0.79,Graduate
3674,Single,Over 23 years old,Social Service (evening attendance),Evening,Basic Education 3rd Cycle,131.5,No,No,Yes,Yes,Female,Yes,39,No,6,6,11.833333333333334,6,4,13.75,1.0,0.667,12.79,11.1,0.6,2.02,Graduate
3675,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,127.2,Yes,No,No,Yes,Female,Yes,20,No,6,6,12.666666666666666,6,6,13.0,1.0,1.0,12.83,10.8,1.4,1.74,Graduate
3676,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,111.0,Yes,No,No,Yes,Female,No,21,No,6,6,12.5,6,6,12.666666666666666,1.0,1.0,12.58,7.6,2.6,0.32,Graduate
3677,Single,Change of course,Social Service,Daytime,Secondary Education,119.9,Yes,No,Yes,No,Female,No,22,Yes,11,9,10.88888888888889,10,4,11.25,0.818,0.4,11.07,9.4,-0.8,-3.12,Graduate
3678,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,133.7,Yes,No,No,Yes,Female,No,19,No,6,1,13.0,5,0,0.0,0.167,0.0,6.5,7.6,2.6,0.32,Dropout
3679,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,140.0,Yes,No,No,Yes,Female,No,22,No,6,6,15.166666666666666,6,6,16.0,1.0,1.0,15.58,13.9,-0.3,0.79,Graduate
3680,Single,1st phase - special contingent (Azores Island),Basic Education,Daytime,Secondary Education,113.9,Yes,No,No,Yes,Female,Yes,19,No,6,6,12.666666666666666,6,6,12.0,1.0,1.0,12.33,12.7,3.7,-1.7,Graduate
3681,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,120.7,Yes,No,Yes,Yes,Male,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,7.6,2.6,0.32,Dropout
3682,Facto Union,Over 23 years old,Management,Daytime,Secondary Education,119.8,No,No,No,Yes,Male,No,26,No,5,5,12.0,5,5,10.2,1.0,1.0,11.1,11.1,0.6,2.02,Enrolled
3683,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,121.8,No,No,No,No,Male,No,36,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
3684,Single,3rd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,117.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,0,0.0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,Graduate
3685,Married,Over 23 years old,Management,Daytime,Secondary Education,110.0,No,No,No,Yes,Male,No,30,No,5,2,11.0,5,4,11.5,0.4,0.8,11.25,15.5,2.8,-4.06,Dropout
3686,Single,Change of course,Agronomy,Daytime,Secondary Education,134.4,No,No,No,Yes,Male,No,24,No,6,6,15.714285714285714,6,6,15.9,1.0,1.0,15.81,15.5,2.8,-4.06,Dropout
3687,Single,1st phase - general contingent,Management,Daytime,Secondary Education,125.3,No,No,No,Yes,Male,No,26,No,15,11,10.818181818181818,14,11,11.636363636363637,0.733,0.786,11.23,7.6,2.6,0.32,Dropout
3688,Single,1st phase - general contingent,Management,Daytime,Secondary Education,119.1,No,No,No,No,Male,No,19,No,5,1,12.0,5,0,0.0,0.2,0.0,6.0,13.9,-0.3,0.79,Dropout
3689,Facto Union,Over 23 years old,Social Service,Daytime,Secondary Education,146.0,No,No,No,Yes,Male,No,34,No,6,5,12.6,6,4,11.25,0.833,0.667,11.92,12.4,0.5,1.79,Graduate
3690,Single,Change of course,Equinculture,Daytime,Secondary Education,130.0,Yes,No,No,Yes,Male,No,33,No,5,1,13.0,5,3,14.0,0.2,0.6,13.5,9.4,-0.8,-3.12,Enrolled
3691,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,122.0,Yes,No,No,Yes,Male,No,19,No,5,5,11.6,5,4,10.75,1.0,0.8,11.18,9.4,-0.8,-3.12,Graduate
3692,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,118.1,Yes,No,Yes,No,Male,No,26,No,5,1,10.0,5,1,11.0,0.2,0.2,10.5,8.9,1.4,3.51,Dropout
3693,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary Education,105.2,No,No,No,Yes,Male,No,29,No,6,1,14.0,6,0,0.0,0.167,0.0,7.0,16.2,0.3,-0.92,Dropout
3694,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,123.3,Yes,No,No,Yes,Male,Yes,19,No,5,5,12.6,5,2,12.5,1.0,0.4,12.55,8.9,1.4,3.51,Dropout
3695,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,124.8,Yes,No,No,Yes,Male,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,12.7,3.7,-1.7,Dropout
3696,Single,Over 23 years old,Management (evening attendance),Evening,Basic Education 3rd Cycle,149.4,No,No,No,No,Male,No,29,No,5,2,11.333333333333334,5,1,12.0,0.4,0.2,11.67,11.1,0.6,2.02,Dropout
3697,Single,Change of course,Tourism,Daytime,Secondary Education,108.5,No,No,No,Yes,Male,No,21,No,6,6,12.666666666666666,6,5,11.4,1.0,0.833,12.03,9.4,-0.8,-3.12,Graduate
3698,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,125.0,No,No,No,Yes,Male,No,19,No,6,5,10.8,6,2,10.5,0.833,0.333,10.65,10.8,1.4,1.74,Enrolled
3699,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,101.0,No,No,No,Yes,Male,No,20,No,7,5,12.87857142857143,8,7,11.85625,0.714,0.875,12.37,15.5,2.8,-4.06,Graduate
3700,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,112.9,No,No,No,Yes,Male,No,18,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
3701,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,120.2,Yes,No,No,Yes,Male,No,18,No,6,6,12.833333333333334,6,5,11.4,1.0,0.833,12.12,15.5,2.8,-4.06,Enrolled
3702,Single,1st phase - general contingent,Management,Daytime,Secondary Education,111.6,No,No,Yes,Yes,Male,Yes,21,No,5,5,12.6,5,3,12.833333333333334,1.0,0.6,12.72,10.8,1.4,1.74,Enrolled
3703,Single,1st phase - general contingent,Management,Daytime,Secondary Education,134.1,Yes,No,No,Yes,Male,No,20,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
3704,Single,Over 23 years old,Informatics Engineering,Daytime,Secondary Education,101.6,No,No,No,Yes,Male,Yes,30,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
3705,Single,3rd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,111.9,Yes,No,No,Yes,Male,No,19,No,6,6,14.166666666666666,6,6,14.0,1.0,1.0,14.08,13.9,-0.3,0.79,Graduate
3706,Single,Change of institution/course,Management,Daytime,Secondary Education,118.4,Yes,No,No,Yes,Male,No,30,No,5,5,13.4,5,4,13.25,1.0,0.8,13.32,8.9,1.4,3.51,Dropout
3707,Single,1st phase - general contingent,Management,Daytime,Secondary Education,127.1,Yes,No,No,Yes,Male,Yes,22,No,5,5,11.2,5,4,11.25,1.0,0.8,11.22,12.7,3.7,-1.7,Graduate
3708,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,120.5,Yes,No,No,Yes,Male,No,22,No,0,0,0.0,0,0,0.0,0,0,0.0,12.4,0.5,1.79,Graduate
3709,Single,2nd phase - general contingent,Communication Design,Daytime,Secondary Education,136.1,Yes,No,Yes,No,Male,No,19,No,6,6,12.666666666666666,6,5,11.8,1.0,0.833,12.23,11.1,0.6,2.02,Dropout
3710,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,124.0,Yes,No,No,Yes,Male,No,21,No,5,3,12.333333333333334,5,4,11.25,0.6,0.8,11.79,7.6,2.6,0.32,Dropout
3711,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,141.6,No,No,No,Yes,Male,No,21,No,5,4,12.25,5,5,12.0,0.8,1.0,12.12,7.6,2.6,0.32,Graduate
3712,Single,Technological specialization diploma holders,Animation and Multimedia Design,Daytime,Technological Specialization Course,160.0,Yes,No,Yes,Yes,Male,Yes,21,No,0,0,0.0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,Dropout
3713,Single,Over 23 years old,Management,Daytime,Secondary Education,110.0,No,No,No,Yes,Male,No,27,No,5,3,10.75,5,3,10.333333333333334,0.6,0.6,10.54,15.5,2.8,-4.06,Dropout
3714,Single,Change of course,Biofuel Production Technologies,Daytime,Secondary Education,100.0,Yes,No,No,Yes,Male,No,32,No,7,0,0.0,7,0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
3715,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Other - 11th Year,120.0,No,No,Yes,No,Male,No,40,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
3716,Single,1st phase - general contingent,Management,Daytime,Secondary Education,124.8,Yes,No,No,Yes,Male,No,20,No,5,2,14.333333333333334,5,2,12.5,0.4,0.4,13.42,7.6,2.6,0.32,Enrolled
3717,Single,Technological specialization diploma holders,Equinculture,Daytime,Technological Specialization Course,140.0,Yes,No,No,Yes,Male,No,20,No,5,2,11.5,5,2,11.5,0.4,0.4,11.5,12.7,3.7,-1.7,Dropout
3718,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,124.3,Yes,No,No,Yes,Male,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,7.6,2.6,0.32,Graduate
3719,Single,Change of course,Management,Daytime,Secondary Education,118.9,No,No,No,Yes,Male,No,21,No,5,2,10.5,5,0,0.0,0.4,0.0,5.25,12.7,3.7,-1.7,Dropout
3720,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,130.2,No,No,No,Yes,Male,No,18,No,6,6,13.5,6,0,0.0,1.0,0.0,6.75,12.7,3.7,-1.7,Dropout
3721,Single,Technological specialization diploma holders,Agronomy,Daytime,Secondary Education,120.0,No,No,No,Yes,Male,No,19,No,6,1,11.0,6,0,0.0,0.167,0.0,5.5,16.2,0.3,-0.92,Enrolled
3722,Facto Union,Holders of other higher courses,Communication Design,Daytime,Higher Education - Degree,140.0,No,No,No,No,Male,No,30,No,6,1,10.0,6,0,0.0,0.167,0.0,5.0,15.5,2.8,-4.06,Dropout
3723,Single,Over 23 years old,Agronomy,Daytime,Other - 11th Year,130.0,No,No,No,Yes,Male,No,29,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
3724,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,130.4,Yes,No,Yes,Yes,Male,No,18,No,5,1,12.0,5,3,10.666666666666666,0.2,0.6,11.33,7.6,2.6,0.32,Dropout
3725,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,116.1,Yes,No,No,Yes,Male,Yes,18,No,5,4,12.25,5,5,12.2,0.8,1.0,12.22,9.4,-0.8,-3.12,Dropout
3726,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,130.0,No,No,No,Yes,Male,No,22,No,10,5,11.4,7,6,11.666666666666666,0.5,0.857,11.53,15.5,2.8,-4.06,Dropout
3727,Single,Change of course,Management (evening attendance),Evening,Secondary Education,124.3,Yes,No,No,No,Male,No,27,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
3728,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,125.0,Yes,No,No,Yes,Male,No,20,No,6,4,14.25,6,5,14.0,0.667,0.833,14.12,10.8,1.4,1.74,Graduate
3729,Single,Change of institution/course,Social Service (evening attendance),Evening,Higher Education - Bachelor's,110.0,No,No,No,Yes,Male,No,42,No,12,11,14.454545454545457,11,10,14.2,0.917,0.909,14.33,11.1,0.6,2.02,Graduate
3730,Single,1st phase - general contingent,Agronomy,Daytime,Secondary Education,115.0,No,No,Yes,Yes,Male,No,21,No,12,12,14.538461538461538,12,12,14.461538461538462,1.0,1.0,14.5,15.5,2.8,-4.06,Graduate
3731,Single,Change of course,Nursing,Daytime,Secondary Education,129.6,No,Yes,No,Yes,Male,No,23,No,7,6,12.733333333333334,8,7,11.95,0.857,0.875,12.34,16.2,0.3,-0.92,Graduate
3732,Single,Change of institution/course,Communication Design,Daytime,Secondary Education,128.8,Yes,No,No,Yes,Male,No,21,No,12,5,13.2,12,4,13.5,0.417,0.333,13.35,8.9,1.4,3.51,Dropout
3733,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,144.2,Yes,No,No,Yes,Male,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,12.7,3.7,-1.7,Graduate
3734,Married,Over 23 years old,Social Service,Daytime,Secondary Education,134.0,No,No,No,Yes,Male,Yes,40,No,6,6,12.333333333333334,6,4,12.75,1.0,0.667,12.54,8.9,1.4,3.51,Dropout
3735,Single,Change of course,Management,Daytime,Secondary Education,112.0,No,No,No,Yes,Male,No,22,No,9,5,11.2,9,7,11.25,0.556,0.778,11.22,12.7,3.7,-1.7,Dropout
3736,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,128.8,Yes,No,No,Yes,Male,No,19,No,7,6,13.2,7,6,13.2,0.857,0.857,13.2,7.6,2.6,0.32,Graduate
3737,Single,Over 23 years old,Informatics Engineering,Daytime,Secondary Education,134.0,No,No,No,Yes,Male,Yes,24,No,5,5,11.833333333333334,5,4,14.0,1.0,0.8,12.92,12.7,3.7,-1.7,Enrolled
3738,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,125.0,No,No,No,Yes,Male,No,21,No,6,5,11.333333333333334,6,2,11.5,0.833,0.333,11.42,12.7,3.7,-1.7,Enrolled
3739,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,123.2,Yes,No,No,Yes,Male,No,18,No,5,5,13.6,5,5,14.6,1.0,1.0,14.1,8.9,1.4,3.51,Graduate
3740,Single,2nd phase - general contingent,Informatics Engineering,Daytime,Secondary Education,118.4,No,No,No,Yes,Male,No,18,No,5,0,0.0,5,2,11.5,0.0,0.4,5.75,7.6,2.6,0.32,Dropout
3741,Single,Change of institution/course,Advertising and Marketing Management,Daytime,Secondary Education,116.2,No,No,No,Yes,Male,No,24,No,6,5,12.857142857142858,6,5,13.666666666666666,0.833,0.833,13.26,11.1,0.6,2.02,Dropout
3742,Single,Over 23 years old,Informatics Engineering,Daytime,Secondary Education,123.0,No,No,No,Yes,Male,Yes,28,No,5,3,14.333333333333334,5,5,12.428571428571429,0.6,1.0,13.38,9.4,-0.8,-3.12,Enrolled
3743,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,113.5,Yes,No,No,Yes,Female,Yes,19,No,6,5,13.5,6,6,14.0,0.833,1.0,13.75,12.4,0.5,1.79,Graduate
3744,Single,Change of institution/course,Veterinary Nursing,Daytime,Higher Education - Degree (1st cycle),125.0,No,No,No,Yes,Female,No,28,No,6,6,14.428571428571429,6,4,15.6,1.0,0.667,15.01,11.1,0.6,2.02,Enrolled
3745,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,134.8,Yes,No,No,Yes,Female,No,18,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
3746,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,149.9,Yes,No,No,No,Female,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,16.2,0.3,-0.92,Graduate
3747,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,119.8,Yes,No,No,Yes,Female,Yes,19,No,8,8,12.82875,8,8,12.82875,1.0,1.0,12.83,9.4,-0.8,-3.12,Graduate
3748,Single,Change of course,Equinculture,Daytime,Secondary Education,125.0,Yes,No,No,Yes,Female,No,21,No,5,0,0.0,5,4,13.75,0.0,0.8,6.88,10.8,1.4,1.74,Graduate
